producto,marca,formato,cantidad,precio,supermercado,categoria
Whisky white label,Dewars,Botella,70 cl,13.49,Dia,Bebidas con alcohol
Whisky tenessee,Jack Daniel's,Botella,70 cl,23.25,Dia,Bebidas con alcohol
Ron blanco superior,Bacardi,Botella,70 cl,13.99,Dia,Bebidas con alcohol
Ron de coco,Malibú,Botella,70 cl,12.59,Dia,Bebidas con alcohol
Ron añejo,Cacique,Botella,70 cl,14.49,Dia,Bebidas con alcohol
Whisky,Dyc,Botella,  70 cl,14.09,Dia,Bebidas con alcohol
Whisky,William Lawson's,Botella,70 cl,9.99,Dia,Bebidas con alcohol
Ron blanco,Velero,Botella,70 cl,5.25,Dia,Bebidas con alcohol
Whisky bourbon,Jim Beam,Botella,70 cl,15.45,Dia,Bebidas con alcohol
Whisky,The singleton,Botella,  70 cl,29.99,Dia,Bebidas con alcohol
Whisky japanese smooth,Dewars,Botella,70 cl,17.99,Dia,Bebidas con alcohol
Whisky,Seagram's,Botella,70 cl,15.39,Dia,Bebidas con alcohol
Whisky,Douregal,Botella,  70 cl,8.99,Dia,Bebidas con alcohol
Whisky,Fireball,Botella,70 cl,14.49,Dia,Bebidas con alcohol
Mojito,Caribica,Botella,70 cl,4.99,Dia,Bebidas con alcohol
Whisky escocés blended,Ballantines,Botella,  70 cl,20.99,Dia,Bebidas con alcohol
Whisky americano,Wordens,Botella,70 cl,9.99,Dia,Bebidas con alcohol
Whisky Tennessee honey,Jack Daniel's,Botella,70 cl,23.25,Dia,Bebidas con alcohol
Ron añejo,Santa Teresa,Botella,70 cl,17.39,Dia,Bebidas con alcohol
Whisky,Passport,Botella,70 cl,11.99,Dia,Bebidas con alcohol
Whisky,Chivas,Botella,  70 cl,29.99,Dia,Bebidas con alcohol
Pera conferencia,Dia,Bandeja,1 Kg,2.19,Dia,Fruta y verduras
Pera ercolini,Dia,Bandeja,500 g,1.79,Dia,Fruta y verduras
Pera Rincón de Soto D.O.P.,Dia,Granel,800 g,2.23,Dia,Fruta y verduras
Preparado de paella y sopa  ultracongelado,Hacendado,Paquete,685 g escurrido,4.1,Mercadona,Congelados
Arreglo para paella de marisco,Hacendado,Bandeja,850 g aprox.,8.44,Mercadona,Congelados
Gambón congelado,Hacendado,Granel,150 g aprox.,1.49,Mercadona,Congelados
Gambón grande congelado,Hacendado,Caja,2 kg,17.9,Mercadona,Congelados
Alistado mediano congelado,Hacendado,Granel,150 g aprox.,4.34,Mercadona,Congelados
Alistado mediano  congelado,Hacendado,Caja,1 kg aprox.,27.95,Mercadona,Congelados
Langostino cocido,Hacendado,Granel,150 g aprox.,1.64,Mercadona,Marisco y pescado
Langostino crudo ultracongelado,Hacendado,Granel,150 g aprox.,1.64,Mercadona,Congelados
Langostino crudo Pescanova ultracongelado,Hacendado,Caja,1 kg,10.25,Mercadona,Congelados
Langostino cocido,Hacendado,Bandeja,600 g,6.6,Mercadona,Marisco y pescado
Gamba arrocera  congelada,Hacendado,Granel,150 g aprox.,2.24,Mercadona,Congelados
Gamba blanca pequeña  congelada,Hacendado,Caja,1 kg aprox.,13.95,Mercadona,Congelados
Gamba blanca cocida,Hacendado,Bandeja,300 g,7.3,Mercadona,Marisco y pescado
Gamba pelada cruda tamaño mediano  ultracongelada,Hacendado,Paquete,360 g escurrido,4.95,Mercadona,Congelados
Gamba pelada cruda tamaño grande  ultracongelada,Hacendado,Paquete,360 g escurrido,5.95,Mercadona,Congelados
Camarón boreal cocido y pelado  ultracongelado,Royal Greenland,Paquete,200 g,4.25,Mercadona,Congelados
Langostino cocido y pelado  ultracongelado,Hacendado,Bandeja,220 g escurrido,4.75,Mercadona,Congelados
Langostino crudo y pelado  ultracongelado,Hacendado,Bandeja,220 g escurrido,3.95,Mercadona,Congelados
Colas de gambón crudo  congelado,Hacendado,Bandeja,250 g,6.55,Mercadona,Congelados
Salpicón de marisco,Hacendado,Bandeja,400 g,4.95,Mercadona,Marisco y pescado
Carne de mejillón de Chile cocido  ultracongelado,Hacendado,Paquete,275 g escurrido,2.4,Mercadona,Congelados
Almeja japonesa,Hacendado,Malla,500 g,11.05,Mercadona,Marisco y pescado
Almeja  congelada,Hacendado,Paquete,450 g,1.7,Mercadona,Congelados
Berberechos,Hacendado,Malla,500 g,5.95,Mercadona,Marisco y pescado
Navajas,Hacendado,Malla,500 g,3.95,Mercadona,Marisco y pescado
Cañaílla,Hacendado,Malla,500 g,2.9,Mercadona,Marisco y pescado
Mejillón Clóchina,Hacendado,Malla,1 kg,4.95,Mercadona,Marisco y pescado
Chirla,Hacendado,Malla,500 g,4.35,Mercadona,Marisco y pescado
Coquina,Hacendado,Malla,500 g,11.5,Mercadona,Marisco y pescado
Palitos de surimi,Hacendado,Paquete,460 g,1.99,Mercadona,Marisco y pescado
Palitos de surimi  ultracongelados,Hacendado,Paquete,32 ud. (600 g),2.35,Mercadona,Congelados
Muslitos de surimi  ultracongelados,Hacendado,Paquete,450 g,2.6,Mercadona,Congelados
Caracoles precocidos  ultracongelados,Hacendado,Paquete,350 g,2.95,Mercadona,Congelados
Delicias del mar de surimi,Hacendado,Bandeja,250 g,1.99,Mercadona,Marisco y pescado
Frambuesas,Dia,Bandeja,125 g,1.99,Dia,Fruta y verduras
Arándano,Dia,Vaso,170 g,2.19,Dia,Fruta y verduras
Arándano,Dia,Bandeja,300 g,2.99,Dia,Fruta y verduras
Uva blanca sin semilla,Dia,Bandeja,500 g,2.99,Dia,Fruta y verduras
Uva roja sin semilla,Dia,Bandeja,500 g,2.99,Dia,Fruta y verduras
Ginebra,Larios,Botella,1 l,12.99,Dia,Bebidas con alcohol
Ginebra london dry,Beefeater,Botella,70 cl,13.95,Dia,Bebidas con alcohol
Ginebra,Seagram's,Botella,70 cl,16.45,Dia,Bebidas con alcohol
Vodka cinco destilaciones,Mikanoff,Botella,1 l,6.7,Dia,Bebidas con alcohol
Vodka,Absolut,Botella,70 cl,14.99,Dia,Bebidas con alcohol
Ginebra,Barmon's,Botella,70 cl,5.99,Dia,Bebidas con alcohol
Ginebra sabor fresa,Barmon's,Botella,70 cl,7.7,Dia,Bebidas con alcohol
Vodka con sabor a caramelo,Mikanoff,Botella,70 cl,5.69,Dia,Bebidas con alcohol
Ginebra London dry,Tanqueray,Botella,70 cl,17.49,Dia,Bebidas con alcohol
Ginebra sabor fresa,Puerto de Indias,Botella,70 cl,16.45,Dia,Bebidas con alcohol
Ginebra,Nordes,Botella,70 cl,26.49,Dia,Bebidas con alcohol
Bebida sin alcohol,Seagram's,Botella, 1 l,12.39,Dia,Bebidas sin alcohol
Ginebra premium,Larios,Botella, 70 cl,16.55,Dia,Bebidas con alcohol
Ginebra,Bombay,Botella,70 cl,19.95,Dia,Bebidas con alcohol
Ginebra,Gordon's,Botella,70 cl,10.99,Dia,Bebidas con alcohol
Ginebra cítrica,Barmon's,Botella,70 cl,8.49,Dia,Bebidas con alcohol
Ginebra sabor fresa  Rosé,Larios,Botella,70 cl,16.55,Dia,Bebidas con alcohol
Bebida espirituosa sin alcohol,Tanqueray,Botella,  70 cl,15.99,Dia,Bebidas sin alcohol
Vodka,Eristoff,Botella,70 cl,11.29,Dia,Bebidas con alcohol
Vodka,Smirnoff,Botella,70 cl,11.29,Dia,Bebidas con alcohol
Ginebra con sabor a limón mediterráneo,Bombay,Botella,70 cl,21.95,Dia,Bebidas con alcohol
Pink vodka,Eristoff,Botella,70 cl,11.99,Dia,Bebidas con alcohol
Ginebra,Narisara,Botella,70 cl,8.99,Dia,Bebidas con alcohol
Ginebra japonesa,Roku,Botella,70 cl,24.99,Dia,Bebidas con alcohol
Ginebra nº ten,Tanqueray,Frasco,0.7 l,33.99,Dia,Bebidas con alcohol
Ginebra,Bulldog,Botella,70 cl,23.99,Dia,Bebidas con alcohol
Vodka,Finlandia,Botella,70 cl,14.99,Dia,Bebidas con alcohol
Vodka,Moskovskaya,Botella,70 cl,10.89,Dia,Bebidas con alcohol
Vino blanco,Castillo de Velasco,Brik,1 l,0.95,Dia,Bebidas con alcohol
Vino blanco verdejo viura D.O. Rueda,Vega del Báron,Botella,75 cl,2.09,Dia,Bebidas con alcohol
Vino blanco,Don Simón,Brik,3 x 18.7 cl,1.5,Dia,Bebidas con alcohol
Vino blanco verdejo frizzante,Condominium,Botella,75 cl,2.65,Dia,Bebidas con alcohol
Vino blanco,Castillo de Velasco,Botella,75 cl,1.29,Dia,Bebidas con alcohol
Vino blanco suave y afrutado,Oceanus,Botella,75 cl,2.19,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Vega del Báron,Botella,75 cl,2.1,Dia,Bebidas con alcohol
Vino blanco  garrafa,Castillo de Velasco,Frasco,2 l,2.6,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Veliterra,Botella,75 cl,3.55,Dia,Bebidas con alcohol
Vino blanco,Don Simón,Brik,1 l,1.6,Dia,Bebidas con alcohol
Vino chardonnay D.O. Castilla,Señorío de Ayerbe,Botella,75 cl,2.59,Dia,Bebidas con alcohol
Vino blanco D.O. Rueda,Blume,Botella,75 cl,5.25,Dia,Bebidas con alcohol
Vino blanco frizzante,Condominium,Botella,  75 cl,2.49,Dia,Bebidas con alcohol
Vino de cocina D.O. Montilla-Moriles,Castillo de Velasco,Botella,75 cl,2.35,Dia,Bebidas con alcohol
Vino blanco verdejo,Viña Albalí,Botella,75 cl,3.39,Dia,Bebidas con alcohol
Vino blanco joven D.O. Rueda,Blume,Botella,75 cl,2.99,Dia,Bebidas con alcohol
Vino blanco semidulce D.O. Rioja,Señorío de Ondas,Botella,75 cl,2.99,Dia,Bebidas con alcohol
Vino fino D.O. Montilla Moriles,Singular,Botella,75 cl,2.85,Dia,Bebidas con alcohol
Vino blanco de la tierra,Barbadillo,Botella,75 cl,4.75,Dia,Bebidas con alcohol
Vino blanco semidulce D.O. Rioja,Diamante,Botella,75 cl,3.95,Dia,Bebidas con alcohol
Vino blanco,Cumbre de Gredos,Brik,1 l,1.69,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Valdepeñas,Molinos,Botella,75 cl,2.35,Dia,Bebidas con alcohol
Vino blanco semidulce D.O. Penedés,Bach,Botella,75 cl,4.95,Dia,Bebidas con alcohol
Vino fino seco D.O. Jerez,Tío Pepe,Botella,75 cl,7.3,Dia,Bebidas con alcohol
Vino blanco semidulce D.O. Rioja,Faustino Rivero,Botella,75 cl,4.49,Dia,Bebidas con alcohol
Vino blanco tempranillo D.O. Rioja,Castillo de Haro,Botella,75 cl,3.49,Dia,Bebidas con alcohol
Vino blanco semidulce,Libalis,Botella,75 cl,6.8,Dia,Bebidas con alcohol
Vino blanco treixadura D.O. Ribeiro,Gran leiriña,Botella,75 cl,11.0,Dia,Bebidas con alcohol
Vino blanco D.O. Madrid,Puerta de Alcalá,Botella,75 cl,3.09,Dia,Bebidas con alcohol
Vino blanco D.O. Rías Baixas,Serantello,Botella,75 cl,7.45,Dia,Bebidas con alcohol
Vino blanco txakoli D.O. getariako txacolina,Ameztoi,Botella,75 cl,8.19,Dia,Bebidas con alcohol
Vino blanco,Dulce María,Botella,75 cl,3.89,Dia,Bebidas con alcohol
Vino blanco espumoso D.O. Valencia,Sandara,Botella,75 cl,5.99,Dia,Bebidas con alcohol
Vino blanco,Habla de ti,Botella,75 cl,11.45,Dia,Bebidas con alcohol
Vino blanco D.O. Ribeiro,Mourama,Botella,75 cl,5.49,Dia,Bebidas con alcohol
Vino blanco godello D.O. Monterrei,Mourama,Botella,75 cl,6.49,Dia,Bebidas con alcohol
Vino blanco albariño D.O. Rías Baixas,Mourama,Botella,75 cl,7.99,Dia,Bebidas con alcohol
Vino blanco afrutado,Faustino Rivero,Botella,75 cl,4.25,Dia,Bebidas con alcohol
Vino blue frizzante,Condominium,Botella,  75 cl,2.49,Dia,Bebidas con alcohol
Vino blanco viura-sauvignon,Pinta en Copas,Botella,75 cl,1.99,Dia,Bebidas con alcohol
Vino blanco sauvignon D.O. Rueda,Rioseco,Botella,75 cl,4.49,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Rioseco,Botella,75 cl,4.49,Dia,Bebidas con alcohol
Vino blanco Pedro Ximénez D.O. Jerez,Topaz,Botella,75 cl,7.65,Dia,Bebidas con alcohol
Vino blanco chardonnay D.O. Navarra,Viña Ardanche,Botella,75 cl,2.45,Dia,Bebidas con alcohol
Vino blanco D.O. Rioja,Señorío de Ondas,Botella,75 cl,2.59,Dia,Bebidas con alcohol
Vino blanco D.O. Valdepeñas,Viña Danza,Botella,75 cl,1.69,Dia,Bebidas con alcohol
Vino espumoso blue moscato,Don Luciano,Botella,75 cl,2.79,Dia,Bebidas con alcohol
Vino blanco albariño D.O. Rías Baixas,Mar de Frades,Botella,75 cl,18.9,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Castilla,Faustino Rivero,Botella,75 cl,4.25,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Beronia,Botella,75 cl,8.39,Dia,Bebidas con alcohol
Vino blanco de uva moscatel,Geraldino,Botella,75 cl,3.6,Dia,Bebidas con alcohol
Vino manzanilla,Muy fina,Botella,75 cl,4.75,Dia,Bebidas con alcohol
Vino blanco D.O. Somontano,Viñas del Vero,Botella,75 cl,6.1,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Mayor de Castilla,Botella,75 cl,3.99,Dia,Bebidas con alcohol
Vino blanco rioja,El coto,Botella,75 cl,3.95,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Cvne,Botella,75 cl,5.95,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Protos,Botella,75 cl,7.65,Dia,Bebidas con alcohol
Vino blanco semidulce D.O. Penedés,Solell de Flix,Botella,75 cl,3.29,Dia,Bebidas con alcohol
Vino blanco,Pescador,Botella,75 cl,4.25,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Emina,Botella,75 cl,6.95,Dia,Bebidas con alcohol
Vino blanco verdejo D.O. Rueda,Cuatro rayas,Botella,75 cl,5.29,Dia,Bebidas con alcohol
Leche semidesnatada,Hacendado,Minipack,6 bricks x 1 L,4.98,Mercadona,Leche y yogures
Leche semidesnatada,Hacendado,Brick,1 L,0.83,Mercadona,Leche y yogures
Leche semidesnatada,Hacendado,Minipack,6 mini bricks x 200 ml,1.53,Mercadona,Leche y yogures
Leche semidesnatada,Hacendado,Minipack,"6 botellas x 1,5 L",8.46,Mercadona,Leche y yogures
Leche semidesnatada,Hacendado,Botella,"1,5 L",1.41,Mercadona,Leche y yogures
Leche semidesnatada sin lactosa,Hacendado,Minipack,6 bricks x 1 L,5.46,Mercadona,Leche y yogures
Leche semidesnatada sin lactosa,Hacendado,Brick,1 L,0.91,Mercadona,Leche y yogures
Leche semidesnatada sin lactosa,Hacendado,Minipack,6 mini bricks x 200 ml,1.69,Mercadona,Leche y yogures
Leche semidesnatada calcio,Hacendado,Minipack,6 bricks x 1 L,5.76,Mercadona,Leche y yogures
Leche semidesnatada calcio,Hacendado,Brick,1 L,0.96,Mercadona,Leche y yogures
Leche semidesnatada,Asturiana,Minipack,"6 botellas x 1,5 L",10.5,Mercadona,Leche y yogures
Leche semidesnatada,Asturiana,Botella,"1,5 L",1.75,Mercadona,Leche y yogures
Leche semidesnatada calcio,Puleva,Minipack,6 bricks x 1 L,8.94,Mercadona,Leche y yogures
Leche semidesnatada calcio,Puleva,Brick,1 L,1.49,Mercadona,Leche y yogures
Bebida láctea semidesnatada con fibra,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures
Bebida láctea semidesnatada con fibra,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures
Leche semidesnatada de cabra,Hacendado,Minipack,6 bricks x 1 L,10.8,Mercadona,Leche y yogures
Leche semidesnatada de cabra,Hacendado,Brick,1 L,1.8,Mercadona,Leche y yogures
Leche semidesnatada fresca,Hacendado,Botella,1 L,1.04,Mercadona,Leche y yogures
Leche semidesnatada sin lactosa,Hacendado,Minipack,"6 botellas x 1,5 L",9.18,Mercadona,Leche y yogures
Leche semidesnatada sin lactosa,Hacendado,Botella,"1,5 L",1.53,Mercadona,Leche y yogures
Leche semidesnatada,Puleva,Minipack,6 bricks x 1 L,6.0,Mercadona,Leche y yogures
Leche semidesnatada,Puleva,Minipack,1 L,1.0,Mercadona,Leche y yogures
Leche desnatada,Hacendado,Minipack,6 bricks x 1 L,4.8,Mercadona,Leche y yogures
Leche desnatada,Hacendado,Brick,1 L,0.8,Mercadona,Leche y yogures
Leche desnatada sin lactosa,Hacendado,Minipack,6 bricks x 1 L,5.28,Mercadona,Leche y yogures
Leche desnatada sin lactosa,Hacendado,Brick,1 L,0.88,Mercadona,Leche y yogures
Leche desnatada calcio,Hacendado,Minipack,6 bricks x 1 L,5.58,Mercadona,Leche y yogures
Leche desnatada calcio,Hacendado,Brick,1 L,0.93,Mercadona,Leche y yogures
Leche desnatada,Hacendado,Minipack,"6 botellas x 1,5 L",8.28,Mercadona,Leche y yogures
Leche desnatada,Hacendado,Botella,"1,5 L",1.38,Mercadona,Leche y yogures
Bebida láctea Omega 3  con leche desnatada,Puleva,Minipack,6 bricks x 1 L,9.54,Mercadona,Leche y yogures
Bebida láctea Omega 3  con leche desnatada,Puleva,Brick,1 L,1.59,Mercadona,Leche y yogures
Leche desnatada calcio,Puleva,Minipack,6 bricks x 1 L,8.94,Mercadona,Leche y yogures
Leche desnatada calcio,Puleva,Brick,1 L,1.49,Mercadona,Leche y yogures
Bebida láctea desnatada omega 3,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures
Bebida láctea desnatada omega 3,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures
Bebida láctea Omega 3  con nueces y leche desnatada,Puleva,Minipack,6 bricks x 1 L,9.54,Mercadona,Leche y yogures
Bebida láctea Omega 3  con nueces y leche desnatada,Puleva,Brick,1 L,1.59,Mercadona,Leche y yogures
Leche en polvo desnatada,Hacendado,Paquete,700 g,5.2,Mercadona,Leche y yogures
Leche +Proteínas desnatada,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures
Leche +Proteínas desnatada,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures
Leche desnatada,Puleva,Minipack,6 bricks x 1 L,6.0,Mercadona,Leche y yogures
Leche desnatada,Puleva,Brick,1 L,1.0,Mercadona,Leche y yogures
Leche entera,Hacendado,Minipack,6 bricks x 1 L,5.46,Mercadona,Leche y yogures
Leche entera,Hacendado,Brick,1 L,0.91,Mercadona,Leche y yogures
Leche entera,Hacendado,Minipack,6 mini bricks x 200 ml,1.6,Mercadona,Leche y yogures
Leche entera,Asturiana,Minipack,"6 botellas x 1,5 L",10.68,Mercadona,Leche y yogures
Leche entera,Asturiana,Botella,"1,5 L",1.78,Mercadona,Leche y yogures
Leche entera sin lactosa,Hacendado,Minipack,6 bricks x 1 L,5.94,Mercadona,Leche y yogures
Leche entera sin lactosa,Hacendado,Brick,1 L,0.99,Mercadona,Leche y yogures
Leche entera,Hacendado,Minipack,"6 botellas x 1,5 L",8.82,Mercadona,Leche y yogures
Leche entera,Hacendado,Botella,"1,5 L",1.47,Mercadona,Leche y yogures
Leche entera calcio,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures
Leche entera calcio,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures
Leche entera fresca,Hacendado,Botella,1 L,1.05,Mercadona,Leche y yogures
Leche entera,Puleva,Minipack,6 bricks x 1 L,6.0,Mercadona,Leche y yogures
Leche entera,Puleva,Minipack,1 L,1.0,Mercadona,Leche y yogures
Bebida de avena,Alitey,Minipack,6 bricks x 1 L,5.7,Mercadona,Leche y yogures
Bebida de avena,Alitey,Brick,1 L,0.95,Mercadona,Leche y yogures
Bebida de avena,Alitey,Minipack,3 mini bricks x 250 ml,1.5,Mercadona,Leche y yogures
Bebida de avena sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.2,Mercadona,Leche y yogures
Bebida de avena sin azúcares añadidos,Hacendado,Brick,1 L,1.2,Mercadona,Leche y yogures
Bebida de soja con calcio y vitaminas,Hacendado,Minipack,6 bricks x 1 L,4.2,Mercadona,Leche y yogures
Bebida de soja con calcio y vitaminas,Hacendado,Brick,1 L,0.7,Mercadona,Leche y yogures
Bebida de soja 0% azúcares,Hacendado,Minipack,6 bricks x 1 L,4.8,Mercadona,Leche y yogures
Bebida de soja 0% azúcares,Hacendado,Brick,1 L,0.8,Mercadona,Leche y yogures
Bebida de almendras zero,Hacendado,Minipack,6 bricks x 1 L,7.8,Mercadona,Leche y yogures
Bebida de almendras zero,Hacendado,Brick,1 L,1.3,Mercadona,Leche y yogures
Bebida de arroz sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures
Bebida de arroz sin azúcares añadidos,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures
Bebida de soja sabor café sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures
Bebida de soja sabor café sin azúcares añadidos,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures
Bebida de almendras,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures
Bebida de almendras,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures
Leche de coco,Dee Thai,Bote,400 ml,1.4,Mercadona,Leche y yogures
Bebida de coco y arroz sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,9.0,Mercadona,Leche y yogures
Bebida de coco y arroz sin azúcares añadidos,Hacendado,Brick,1 L,1.5,Mercadona,Leche y yogures
Bebida de chufa  sin azúcares añadidos,Hacendado,Brick,1 L,1.5,Mercadona,Leche y yogures
Horchata de chufa,Hacendado,Brick,1 L,1.2,Mercadona,Leche y yogures
Bebida de avena con café,Hacendado,Vaso,250 ml,0.9,Mercadona,Leche y yogures
Bebida de avellana y arroz sin azúcares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.8,Mercadona,Leche y yogures
Bebida de avellana y arroz sin azúcares añadidos,Hacendado,Brick,1 L,1.3,Mercadona,Leche y yogures
Bebida de soja sabor vainilla  0% azúcar,Hacendado,Minipack,6 bricks x 1 L,6.6,Mercadona,Leche y yogures
Bebida de soja sabor vainilla  0% azúcar,Hacendado,Brick,1 L,1.1,Mercadona,Leche y yogures
Bebida de avena  0% azúcar,Hacendado,Minipack,6 bricks x 1 L,4.8,Mercadona,Leche y yogures
Bebida de avena  0% azúcar,Hacendado,Brick,1 L,0.8,Mercadona,Leche y yogures
Bebida de avena con chocolate  sin azucares añadidos,Hacendado,Minipack,6 bricks x 1 L,7.2,Mercadona,Leche y yogures
Bebida de avena con chocolate sin azúcares añadidos,Hacendado,Brick,1 L,1.2,Mercadona,Leche y yogures
Bebida de avena con chocolate sin azúcares añadidos,Hacendado,Minipack,3 mini bricks x 250 ml,1.55,Mercadona,Leche y yogures
Batido de chocolate,Hacendado,Minipack,6 mini bricks x 200 ml,1.4,Mercadona,Leche y yogures
Batido de chocolate,Hacendado,Botella,1 L,1.2,Mercadona,Leche y yogures
Batido de chocolate 90% leche,Hacendado,Botella,1 L,1.35,Mercadona,Leche y yogures
Batido de chocolate 90% leche,Hacendado,Minipack,6 mini bricks x 200 ml,1.65,Mercadona,Leche y yogures
Batido de chocolate 90% leche,Puleva,Botella,1 L,2.05,Mercadona,Leche y yogures
Batido de chocolate 90% leche,Puleva,Minipack,6 mini bricks x 200 ml,2.75,Mercadona,Leche y yogures
Batido de chocolate,ColaCao Energy,Minipack,4 mini botellas x 188 ml,2.65,Mercadona,Leche y yogures
Batido sabor vainilla,Hacendado,Botella,1 L,1.2,Mercadona,Leche y yogures
Batido de vainilla,Hacendado,Minipack,6 mini bricks x 200 ml,1.55,Mercadona,Leche y yogures
Batido sabor fresa,Hacendado,Botella,1 L,1.2,Mercadona,Leche y yogures
Batido sabor fresa,Hacendado,Minipack,6 mini bricks x 200 ml,1.55,Mercadona,Leche y yogures
Batido de chocolate  0% sin azúcares añadidos,Hacendado,Minipack,6 mini bricks x 200 ml,1.85,Mercadona,Leche y yogures
Batido de fresa 90% leche,Puleva,Minipack,6 mini bricks x 200 ml,2.75,Mercadona,Leche y yogures
Batido de fresa 90% leche,Puleva,Botella,1 L,2.05,Mercadona,Leche y yogures
Batido de vainilla 90% leche,Puleva,Minipack,6 mini bricks x 200 ml,2.75,Mercadona,Leche y yogures
Batido de vainilla 90% leche,Puleva,Botella,1 L,2.05,Mercadona,Leche y yogures
Bebida láctea crecimiento y desarrollo  Max,Puleva,Minipack,6 bricks x 1 L,10.14,Mercadona,Leche y yogures
Bebida láctea crecimiento y desarrollo  Max,Puleva,Brick,1 L,1.69,Mercadona,Leche y yogures
Bebida láctea con cereales crecimiento y desarrollo  Max,Puleva,Minipack,6 bricks x 1 L,10.14,Mercadona,Leche y yogures
Bebida láctea con cereales crecimiento y desarrollo  Max,Puleva,Brick,1 L,1.69,Mercadona,Leche y yogures
Preparado lácteo crecimiento Peques 3,Puleva,Minipack,6 bricks x 1 L,10.5,Mercadona,Leche y yogures
Preparado lácteo crecimiento Peques 3,Puleva,Brick,1 L,1.75,Mercadona,Leche y yogures
Preparado lácteo con cereales crecimiento Peques 3,Puleva,Minipack,6 bricks x 1 L,10.5,Mercadona,Leche y yogures
Preparado lácteo con cereales crecimiento Peques 3,Puleva,Brick,1 L,1.75,Mercadona,Leche y yogures
Preparado lácteo cereales al cacao Peques 3,Puleva,Minipack,3 mini bricks x 200 ml,1.75,Mercadona,Leche y yogures
Preparado lácteo crecimiento +1 año,Hacendado,Minipack,6 bricks x 1 L,7.5,Mercadona,Leche y yogures
Preparado lácteo crecimiento +1 año,Hacendado,Brick,1 L,1.25,Mercadona,Leche y yogures
Preparado lácteo crecimiento +1 año,Hacendado,Minipack,6 mini bricks x 200 ml,1.95,Mercadona,Leche y yogures
Preparado lácteo con cereales crecimiento  +1 año,Hacendado,Minipack,6 bricks x 1 L,9.0,Mercadona,Leche y yogures
